id,value
id_0,6.50500798672595
id_1,18.170977345386717
id_2,24.461270837659576
id_3,7.692386406558077
id_4,27.121925077895337
id_5,22.067174168660586
id_6,23.66565458556488
id_7,30.783719595058248
id_8,16.889669537965606
id_9,59.53749642053845
id_10,11.76662826299442
id_11,9.343881385997406
id_12,63.257028807560886
id_13,53.24015637614053
id_14,22.03694598280442
id_15,12.267891649311093
id_16,32.36783682021661
id_17,66.63828501532996
id_18,-0.5093264421349986
id_19,17.118083096860335
id_20,41.90389989523423
id_21,72.35828855042057
id_22,9.198416975349375
id_23,17.999481892232197
id_24,14.686772029104418
id_25,38.31239728261593
id_26,14.91926237018616
id_27,62.066625029660315
id_28,7.239479201789866
id_29,55.572864898414664
id_30,24.40990724053693
id_31,8.700592877098419
id_32,2.556185991413563
id_33,18.62525609064152
id_34,27.57270255174514
id_35,37.293686070977614
id_36,43.35449402380492
id_37,29.658652737190312
id_38,41.8445396422245
id_39,35.44418938015376
id_40,7.777623175490348
id_41,41.141357445556835
id_42,30.43719447836636
id_43,51.09723474917293
id_44,17.453498427469192
id_45,35.47857777728096
id_46,24.645420333454545
id_47,9.687000544378279
id_48,26.562159105218917
id_49,32.30820636468627
id_50,20.2960033515397
id_51,7.85976924376196
id_52,20.417086264323178
id_53,52.57560903715345
id_54,15.900945496773566
id_55,36.17145180557067
id_56,33.11286502289218
id_57,20.71989945390743
id_58,57.355822195304654
id_59,22.757128421278086
id_60,14.311327751403875
id_61,41.824326927845554
id_62,12.777739670813212
id_63,48.5771327377346
id_64,14.184172023535861
id_65,15.013376809528488
id_66,14.540433953666753
id_67,-0.983807288913205
id_68,43.80789388789599
id_69,29.064674973641303
id_70,20.357018391955457
id_71,41.69168576213411
id_72,60.33482078449645
id_73,5.575244735796893
id_74,16.453247597800097
id_75,3.3648486998406906
id_76,40.281975742801805
id_77,14.230776417076616
id_78,21.68373289066191
id_79,21.000665155465086
id_80,23.853978112532353
id_81,36.128561140309344
id_82,21.801111339549664
id_83,92.50915283237083
id_84,37.28169975703773
id_85,27.979524156033943
id_86,22.014858347794018
id_87,33.484855165431966
id_88,23.327692400678597
id_89,19.76744931488899
id_90,28.64263919380022
