id,value
id_0,6.356285762420772
id_1,17.10392329542021
id_2,16.159273387611716
id_3,7.06630025425728
id_4,25.243980388510963
id_5,20.94430825391783
id_6,25.61602722965401
id_7,29.137234693534374
id_8,14.81111093817039
id_9,58.50213352974084
id_10,10.738296889437198
id_11,7.663162462175119
id_12,62.02974579733187
id_13,54.44114923695672
id_14,24.144255208806467
id_15,11.963820545245532
id_16,29.362676229351017
id_17,68.42468024866484
id_18,-0.7499482033306322
id_19,17.111408037029967
id_20,40.79008256470716
id_21,71.4211091502755
id_22,9.275244774641969
id_23,19.312034939987527
id_24,14.332698247520891
id_25,38.925296799863034
id_26,12.44245366028959
id_27,99.0635168642008
id_28,6.885279725043965
id_29,56.02224348815303
id_30,23.030144290677953
id_31,7.837136033118529
id_32,1.409572663337208
id_33,19.70613547219413
id_34,27.401041909903128
id_35,36.52893933107253
id_36,40.83563258419318
id_37,31.46504853390343
id_38,41.36686558538013
id_39,37.00831983571709
id_40,7.0567454490477814
id_41,41.50389693638027
id_42,29.61731937847903
id_43,49.02233066019023
id_44,18.777502257335613
id_45,36.569374917667986
id_46,25.5090297392967
id_47,7.570900574515868
id_48,27.623257669643415
id_49,33.82078302654753
id_50,18.180868219872256
id_51,7.946684670776815
id_52,23.216557903142387
id_53,51.26797673505391
id_54,18.869944154971108
id_55,36.964118701584866
id_56,30.968680986751696
id_57,24.105077832810544
id_58,58.74003598084761
id_59,23.257882800698354
id_60,12.54981087278668
id_61,40.678076231386406
id_62,11.029057245231478
id_63,49.43674022145819
id_64,11.788733600704393
id_65,14.386427696164459
id_66,14.235075640537605
id_67,1.88249988807992
id_68,44.98249023515962
id_69,27.944136200254896
id_70,19.500671765588738
id_71,41.742180769256485
id_72,63.80553492989429
id_73,4.64252086848121
id_74,17.760853108814032
id_75,6.0982054091524205
id_76,36.53367148583194
id_77,12.36273910264412
id_78,22.320699430592196
id_79,22.00282547519827
id_80,24.363825600349795
id_81,35.93764001198656
id_82,24.31628978537408
id_83,94.89414118648307
id_84,36.13162996431578
id_85,28.166407711144792
id_86,21.564408697774468
id_87,34.8570544178645
id_88,24.002232494668363
id_89,19.527045785925072
id_90,31.83080927730535
id_91,43.24865622728208
id_92,3.1643949829789086
id_93,38.91570934071383
id_94,45.80281565660319
id_95,14.198385617552645
id_96,30.761744282636936
id_97,14.35871662549686
id_98,23.181675429313678
id_99,1.645831838168327
id_100,18.34349059980924
id_101,27.998885650330536
id_102,13.359285407327576
id_103,15.169692369314387
id_104,23.940640737886902
id_105,40.08988403535548
id_106,31.130415862128807
id_107,9.640728515531006
id_108,6.3106706184033
id_109,78.74379927896867
id_110,46.32159314515276
id_111,17.71791753413318
id_112,29.078314696916898
id_113,13.236830818877579
id_114,15.153354825987115
id_115,24.384982133072423
id_116,27.86981042393643
id_117,12.139678292230458
id_118,18.021706117206367
id_119,17.96976191550065
id_120,78.70061554399764
id_121,29.196968627294055
id_122,39.32600240690449
id_123,23.522425964225896
id_124,6.623896501485895
id_125,36.77645069434825
id_126,9.304649261659119
id_127,23.940285241945666
id_128,30.042592337427344
id_129,65.07916259520292
id_130,21.908915851062382
id_131,23.495726888396415
id_132,60.324778122052535
id_133,15.534564266066013
id_134,12.392093664731032
id_135,3.145132104916936
id_136,10.965396078795553
id_137,59.77811991283762
id_138,16.47105435590615
id_139,4.1967117917096
id_140,27.792828553992194
id_141,25.039629914736174
id_142,44.86446770001929
id_143,31.698704775899195
id_144,17.853009701263254
id_145,24.253988840945283
id_146,10.74278543626599
id_147,51.61597886455344
id_148,25.02743824281503
id_149,38.50270533870077
id_150,12.288320040698434
id_151,8.156921970492839
id_152,24.64750402960125
id_153,5.9015034427511175
id_154,19.660987589143424
id_155,43.34856121568201
id_156,8.003424849311962
id_157,36.18070784795741
id_158,10.425798788482524
id_159,17.052756636364542
id_160,41.789261218166224
id_161,19.800018286186052
id_162,13.77141425281149
id_163,4.989221596609237
id_164,52.062947328834184
id_165,32.43593372459084
id_166,3.382937506138319
id_167,15.837832751830152
id_168,61.25738143287239
id_169,15.548196450625085
id_170,66.23702935548484
id_171,36.94054980610105
id_172,27.658360371224617
id_173,23.117988566931018
id_174,60.888672402854425
id_175,25.09656632596758
id_176,20.585826259102742
id_177,37.84995737671197
id_178,12.351011074644958
id_179,31.71493544461026
id_180,18.32009257716603
id_181,11.381303463286418
id_182,56.04681910853413
id_183,49.416696054134086
id_184,17.880430874988605
id_185,35.42628427993653
id_186,27.765027009352128
id_187,72.905913186492
id_188,10.646337104791208
id_189,64.06352950641194
id_190,40.45052343571637
id_191,16.049468133971242
id_192,28.929259733294657
id_193,-1.913601789339225
id_194,20.2294056779783
id_195,3.98493335020661
id_196,34.47706500133021
id_197,11.386361131764271
id_198,19.891536191263796
id_199,60.10804894234537
id_200,22.972666970686234
id_201,28.153533535461627
id_202,64.04780128249676
id_203,9.332748921305136
id_204,10.610458071247969
id_205,12.196702946013005
id_206,7.525944579918505
id_207,1.1713804191801103
id_208,126.79117723004363
id_209,21.514815069403465
id_210,16.185803659769416
id_211,13.158982992940665
id_212,38.50110964501812
id_213,35.279704197173004
id_214,16.559421676630443
id_215,37.65847000968713
id_216,78.00439181855405
id_217,-0.22523985424979998
id_218,12.700549754109627
id_219,30.76885804179627
id_220,15.492420118468086
id_221,11.389636082770881
id_222,114.44639065551208
id_223,11.495519645315529
id_224,14.094350588690935
id_225,62.853269251040004
id_226,16.96955710430814
id_227,18.61596867679498
id_228,12.460403461270708
id_229,7.49559355556638
id_230,36.003736891420736
id_231,11.153888282575682
id_232,52.41985487968688
