id,label
0,0
1,0
2,0
3,0
4,1
5,1
6,1
7,0
8,0
9,1
10,1
11,1
12,0
13,0
14,0
15,0
16,1
17,1
18,0
19,1
20,0
21,0
22,0
23,1
24,1
25,0
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,0
38,1
39,0
40,1
41,0
42,1
43,0
44,1
45,0
46,0
47,0
48,1
49,0
50,0
51,0
52,0
53,1
54,1
55,0
56,1
57,0
58,0
59,1
60,1
61,1
62,0
63,0
64,1
65,0
66,1
67,0
68,1
69,1
70,1
71,1
72,0
73,1
74,1
75,0
76,1
77,1
78,1
79,1
80,1
81,0
82,0
83,0
84,0
85,0
86,0
87,1
88,0
89,0
90,1
91,1
92,0
93,0
94,1
95,1
96,1
97,0
98,0
99,1
100,1
101,0
102,0
103,1
104,1
105,1
106,0
107,1
108,1
109,1
110,0
111,1
112,1
113,0
114,1
115,1
116,0
117,0
118,0
119,1
120,0
121,0
122,0
123,0
124,0
125,1
126,0
127,0
128,1
129,1
130,1
131,0
132,0
133,1
134,0
135,1
136,0
137,0
138,1
139,1
140,0
141,1
142,1
143,0
144,1
145,0
146,0
147,1
148,0
149,0
150,1
151,1
152,0
153,0
154,1
155,1
156,0
157,0
158,1
159,1
160,1
161,0
162,1
163,1
164,0
165,1
166,0
167,0
168,1
169,1
170,0
171,1
172,1
173,1
174,0
175,0
176,0
177,1
178,1
179,0
180,1
181,1
182,0
183,1
184,0
185,1
186,1
187,0
188,1
189,0
190,0
191,0
192,0
193,1
194,0
195,1
196,1
197,1
198,1
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,1
209,1
210,0
211,0
212,1
213,1
214,0
215,0
216,0
217,1
218,1
219,0
220,1
221,1
222,0
223,1
224,0
225,0
226,1
227,1
228,1
229,0
230,1
231,1
232,1
233,1
234,0
235,1
236,1
237,0
238,0
239,0
240,1
241,1
242,1
243,0
244,0
245,1
246,1
247,0
248,1
249,1
250,0
251,1
252,0
253,0
254,0
255,0
256,1
257,1
258,1
259,1
260,0
261,0
262,0
263,1
264,1
265,0
266,1
267,0
268,0
269,1
270,0
271,0
272,1
273,0
274,0
275,0
276,1
277,1
278,0
279,1
280,0
281,1
282,0
283,0
284,1
285,1
286,1
287,1
288,1
289,0
290,0
291,0
292,0
293,0
294,1
295,1
296,1
297,1
298,1
299,1
300,0
301,1
302,1
303,1
304,1
305,0
306,1
307,0
308,0
309,0
310,1
311,0
312,0
313,1
314,0
315,1
316,0
317,1
318,0
319,1
320,1
321,0
322,0
323,0
324,0
325,0
326,1
327,0
328,1
329,0
330,1
331,0
332,1
333,1
334,0
335,0
336,0
337,0
338,1
339,0
340,1
341,0
342,1
343,0
344,1
345,0
346,0
347,1
348,1
349,1
350,1
351,0
352,0
353,1
354,0
355,0
356,1
357,1
358,0
359,1
360,0
361,0
362,1
363,0
364,0
365,1
366,0
367,0
368,1
369,0
370,1
371,0
372,1
373,0
374,1
375,1
376,1
377,1
378,0
379,1
380,1
381,1
382,0
383,1
384,0
385,0
386,0
387,1
388,0
389,1
390,1
391,0
392,0
393,1
394,1
395,1
396,0
397,1
398,1
399,1
400,1
401,1
402,0
403,1
404,0
405,0
406,0
407,1
408,1
409,0
410,0
411,1
412,0
413,1
414,1
415,1
416,0
417,1
418,0
419,1
420,0
421,1
422,1
423,0
424,1
425,1
426,0
427,0
428,1
429,0
430,1
431,0
432,0
433,1
434,0
435,0
436,1
437,1
438,0
439,0
440,0
441,0
442,0
443,1
444,1
445,0
446,0
447,1
448,0
449,1
450,0
451,1
452,1
453,0
454,0
455,1
456,0
457,0
458,1
459,0
460,0
461,1
462,0
463,1
464,0
465,0
466,1
467,0
468,1
469,0
470,0
471,0
472,0
473,0
474,1
475,1
476,1
477,0
478,0
479,1
480,1
481,1
482,1
483,0
484,0
485,0
486,1
487,0
488,1
489,1
490,1
491,0
492,0
493,1
494,0
495,0
496,0
497,1
498,0
499,1
500,0
501,1
502,0
503,1
504,0
505,1
506,1
507,0
508,1
509,1
510,1
511,0
512,0
513,0
514,1
515,0
516,0
517,0
518,0
519,1
520,0
521,0
522,0
523,1
524,0
525,1
526,1
527,0
528,1
529,0
530,0
531,1
532,0
