id,value
id_0,-941.0502222155566
id_1,604.6010779586148
id_2,-417.54763374055347
id_3,-424.54052894245285
id_4,-374.2701594484436
id_5,-1020.8857695403498
id_6,-339.67751376980414
id_7,285.89567506004903
id_8,-239.90912851902726
id_9,-977.5412810885355
id_10,-80.97269609680006
id_11,0.6510785076879984
id_12,-557.490176026296
id_13,-745.8866484826285
id_14,-876.7311162302057
id_15,49.32810121586732
id_16,-309.7285434873752
id_17,-213.45542709702204
id_18,-429.122799206742
id_19,202.92321126984524
id_20,-277.3555127414495
id_21,-861.8156068440687
id_22,1023.3622282778666
id_23,-556.209942861533
id_24,-246.96622114874333
id_25,-14.283105470989767
id_26,-837.1788289478616
id_27,1995.508892670092
id_28,-243.55899208847575
id_29,-17.644977441032893
id_30,854.2876943623428
id_31,190.1760761494994
id_32,-347.99503747519225
id_33,622.7594128764852
id_34,-256.98192470885033
id_35,331.99590464947863
id_36,149.39988749492818
id_37,-68.87186585678342
id_38,1221.1145102049468
id_39,118.20902403379387
id_40,2043.8475284859226
id_41,641.8377126139089
id_42,23.701197227909915
id_43,-486.3386023137855
id_44,-398.11886996849375
id_45,420.8267142413856
id_46,-49.5009083273726
id_47,1405.76107364574
id_48,704.2526508321321
id_49,-760.3446635075087
id_50,234.19387506455996
id_51,-210.0155598718369
id_52,-284.51549158157707
id_53,1276.782039198185
id_54,-151.5595958239919
id_55,-850.6920039704723
id_56,-168.46715945854737
id_57,292.76447166259834
id_58,-93.95778758051347
id_59,511.09780146441244
id_60,1865.0915861925766
id_61,-1412.278247132427
id_62,-208.22514075472446
id_63,-661.4865217510805
id_64,631.647561089243
id_65,341.99844439749916
id_66,397.00731827518734
id_67,435.943304639089
id_68,-515.5071526607901
id_69,11.17186228512412
id_70,-235.62395423821135
id_71,-24.03863259832059
id_72,822.8910812243233
id_73,-1238.0151140597923
id_74,-70.40193583540565
id_75,-242.58843516722277
id_76,-789.4043768665274
id_77,-540.5384038754064
id_78,-453.49348915060284
id_79,113.72392137315433
id_80,564.5764294728876
id_81,1654.9062457714808
id_82,829.9713399537623
id_83,289.97002325328504
id_84,186.0239504334878
