id,value
id_0,1.2858671879533432
id_1,17.124327612641444
id_2,10.958753317612643
id_3,5.867944380747659
id_4,22.1276116993169
id_5,25.042618914499265
id_6,30.66007091268527
id_7,23.96122003916608
id_8,10.239342570683554
id_9,65.61450548558673
id_10,22.505317600112505
id_11,7.650135301304658
id_12,76.9061065153227
id_13,43.158591372678416
id_14,25.409222322217957
id_15,10.269387489733305
id_16,26.04598094458349
id_17,67.12720352799045
id_18,-1.1640950946695625
id_19,18.58407506889509
id_20,39.41999765001627
id_21,62.072040234461895
id_22,13.836829821146225
id_23,16.202739208911446
id_24,16.876155829390555
id_25,26.286712192626908
id_26,3.312935400231133
id_27,239.18132566610728
id_28,6.6255554985880245
id_29,51.41071127824367
id_30,19.15876637682083
id_31,5.049949271257191
id_32,2.0304953485964745
id_33,19.59519463772706
id_34,31.87462715050158
id_35,41.17577424074706
id_36,38.68489597295296
id_37,26.950235633594104
id_38,46.82283284078463
id_39,29.43572269353148
id_40,-6.171312028837129
id_41,41.035234697658126
id_42,23.779449776625484
id_43,54.67472841015058
id_44,22.839740693178847
id_45,35.26069839646088
id_46,26.629607304260944
id_47,11.39189283804447
id_48,30.92751929299739
id_49,32.57053950175985
id_50,9.071319900497713
id_51,13.845440446676761
id_52,25.002043610102277
id_53,50.81715535566819
id_54,28.3553220686738
id_55,42.3848662122044
id_56,28.13668461232919
id_57,21.175699526899507
id_58,48.704105861632684
id_59,20.797886824486184
id_60,13.515622591166846
id_61,40.904541974916775
id_62,16.7544036337464
id_63,46.51460225063491
id_64,11.435279434691608
id_65,18.589224341164538
id_66,16.411401280807567
id_67,-1.1971156483728578
id_68,39.46918867662228
id_69,30.494365307069124
id_70,18.98998736006179
id_71,48.40203902331045
id_72,72.05032090025924
id_73,3.9542502879065466
id_74,20.613804751117762
id_75,11.959600728235081
id_76,36.73016544832369
id_77,0.6266154040851859
id_78,23.571435000122904
id_79,24.938268231329815
id_80,22.055011714866012
id_81,46.62821707545936
id_82,18.259790590526613
id_83,97.2574494298957
id_84,38.11530399928343
id_85,28.515320432018456
id_86,25.68577651122156
id_87,32.31234113746653
id_88,21.793026282752038
id_89,22.645015386972837
id_90,37.38904153537726
id_91,41.54008204263495
id_92,-3.035186872403301
id_93,47.74465522572194
id_94,46.8331112483036
id_95,14.428857105634222
id_96,47.50069170028712
id_97,10.143906034688968
id_98,34.558107208118756
id_99,7.368270184606999
id_100,14.854523108706971
id_101,26.991292534284163
id_102,11.927338636178106
id_103,18.96693497250667
id_104,22.855657459231523
id_105,34.24039204210334
id_106,41.10893537281622
id_107,7.751769264875463
id_108,6.207563936079993
id_109,84.05500638193934
id_110,43.10768855615618
id_111,3.0339997836876087
id_112,39.71029175795498
id_113,20.108913659927197
id_114,19.209965765185515
id_115,25.37178697461995
id_116,21.06670194788638
id_117,8.02582531199294
id_118,2.441518563961239
id_119,6.071604076243894
id_120,82.90199390083
id_121,31.575862060553973
id_122,33.994508067402975
id_123,5.641563596072231
id_124,8.922016688283911
id_125,40.70005027022244
id_126,7.224198698946367
id_127,22.81013543595892
id_128,13.172054650320774
id_129,57.5932880738535
id_130,16.491798571663196
id_131,6.2379709310539795
id_132,62.027766923756346
id_133,20.15801666858684
id_134,15.871192750199384
id_135,10.544788214898169
id_136,0.28928191650847523
id_137,63.90642623341989
id_138,1.3762894644872574
id_139,5.379953617980448
id_140,30.559938997337113
id_141,26.668214065764943
id_142,44.43504818428813
id_143,36.07003054534903
id_144,17.793321795195453
id_145,12.329230435650373
id_146,10.275065426130112
id_147,47.60856323272441
id_148,33.28196752624929
id_149,34.10224709819508
id_150,14.462367682532776
id_151,8.504886937234957
id_152,32.95151204477785
id_153,9.759156051832804
id_154,20.823775404522195
id_155,41.45001997215229
id_156,7.404483354831555
id_157,40.07033176356607
id_158,5.592808547051078
id_159,4.892307665352334
id_160,31.61533191933068
id_161,17.85985456166385
id_162,10.864451372179118
id_163,-9.72172831046094
id_164,47.272345454970655
id_165,30.65994113035591
id_166,-1.4097300421390173
id_167,13.803619016486508
id_168,57.36307625544708
id_169,25.51820412644908
id_170,61.68658640396884
id_171,20.428646961986843
id_172,23.689352469606703
id_173,21.72142460474815
id_174,53.46981355943586
id_175,30.03621844142539
id_176,23.65310869434306
id_177,55.17032710910347
id_178,19.37657441021302
id_179,28.462493632494386
id_180,12.426780602412386
id_181,16.047894535265776
id_182,57.52630489982779
id_183,54.645120946319224
id_184,16.632610025281686
id_185,31.85487137600712
id_186,31.847162183819975
id_187,187.27936153671627
id_188,16.221091757461785
id_189,54.49926150660821
id_190,49.573716656070786
id_191,9.286806666617366
id_192,22.223726059678825
id_193,-1.651253474760665
id_194,38.07497045617947
id_195,1.7319966101292223
id_196,36.06033794019621
id_197,12.209446717814572
id_198,28.197497574076372
id_199,63.87144678019191
id_200,20.499820099385477
id_201,23.32942809869793
id_202,75.57670378453784
id_203,17.494686536261355
id_204,8.981039612384123
id_205,11.625193937734892
id_206,4.374957746746354
id_207,-3.2471693383936255
id_208,120.9946617467564
id_209,19.965001751972522
id_210,15.491191557072625
id_211,6.1423651696538
id_212,34.46025555268197
id_213,37.93766174987992
id_214,18.505457290688135
id_215,30.8239083594896
id_216,84.47128459891601
id_217,1.293393853238456
id_218,9.792327263713105
id_219,33.41063768318561
id_220,20.774033407749023
id_221,13.190093702724084
id_222,115.3238878879437
id_223,10.885681749036578
id_224,14.965003448495153
id_225,52.21098738151379
id_226,13.282004149624044
id_227,18.873047230281998
id_228,7.64815476041502
id_229,13.447758237521
id_230,42.31215982950804
id_231,21.008847762855645
id_232,52.19291814669205
id_233,42.0141424704766
id_234,21.50746672084881
id_235,49.51010239556744
id_236,64.64051718426785
id_237,38.10599254217205
id_238,12.850818600792138
id_239,14.377579421856822
